 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.37 
1555200042.54
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  22	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 133	
 409.6	 168	 265	 159	 258	 163	 270	 176	 265	
 819.2	 335	 529	 318	 515	 325	 540	 351	 530	
1638.4	 670	1058	 637	1031	 650	1081	 703	1061	
3276.8	1333	2106	1268	2053	1294	2151	1398	2111	
