 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.17 
1555352872.16
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 132	
 409.6	 167	 263	 159	 257	 162	 269	 175	 264	
 819.2	 333	 526	 317	 513	 324	 538	 349	 527	
1638.4	 664	1048	 630	1021	 644	1070	 694	1049	
3276.8	1331	2102	1264	2049	1293	2148	1393	2105	
