 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
16.16 
1565096866.16
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  41	  69	  44	  68	
 204.8	  83	 134	  78	 131	  82	 138	  87	 135	
 409.6	 166	 266	 156	 261	 164	 275	 174	 268	
 819.2	 330	 531	 312	 521	 327	 548	 347	 535	
1638.4	 660	1062	 623	1041	 654	1095	 693	1070	
3276.8	1317	2119	1243	2077	1305	2185	1382	2135	
