 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.54 
1562035561.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 142	
 409.6	 178	 278	 170	 273	 173	 287	 188	 283	
 819.2	 355	 556	 338	 545	 346	 574	 375	 565	
1638.4	 708	1110	 675	1087	 691	1145	 747	1127	
3276.8	1412	2215	1347	2170	1377	2285	1490	2249	
