 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
14.60 
1563075538.31
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  42	  69	  44	  67	
 204.8	  84	 133	  79	 130	  83	 137	  87	 134	
 409.6	 167	 266	 158	 260	 165	 274	 174	 267	
 819.2	 334	 531	 316	 520	 329	 547	 348	 534	
1638.4	 667	1060	 630	1039	 658	1092	 694	1067	
3276.8	1331	2116	1258	2075	1312	2180	1386	2129	
