 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.65 
1560509433.72
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  67	
 204.8	  83	 134	  78	 130	  81	 137	  88	 134	
 409.6	 164	 267	 155	 259	 162	 274	 175	 268	
 819.2	 327	 531	 309	 515	 322	 544	 347	 533	
1638.4	 652	1059	 616	1028	 643	1086	 693	1063	
3276.8	1304	2119	1233	2056	1285	2173	1387	2127	
