 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.42 
1560150643.38
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	   8	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  69	  43	  68	  43	  71	  47	  70	
 204.8	  89	 138	  85	 136	  86	 142	  94	 141	
 409.6	 177	 276	 170	 271	 171	 284	 187	 280	
 819.2	 353	 552	 339	 543	 342	 568	 373	 560	
1638.4	 706	1102	 676	1084	 684	1135	 746	1119	
3276.8	1410	2202	1350	2164	1365	2266	1488	2235	
