 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.69 
1561879392.37
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 141	
 409.6	 178	 278	 169	 273	 173	 287	 187	 282	
 819.2	 354	 555	 338	 544	 345	 573	 374	 564	
1638.4	 708	1109	 675	1087	 690	1144	 747	1126	
3276.8	1414	2217	1348	2172	1378	2287	1492	2250	
