 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.08 
1554706887.58
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  44	  66	
 204.8	  83	 131	  80	 128	  79	 133	  87	 132	
 409.6	 166	 261	 159	 257	 157	 265	 174	 264	
 819.2	 330	 520	 316	 512	 312	 529	 345	 526	
1638.4	 660	1040	 632	1023	 624	1057	 691	1052	
3276.8	1321	2081	1264	2047	1249	2116	1382	2106	
