 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.07 
1563227673.71
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  44	  72	  47	  71	
 204.8	  89	 139	  84	 136	  87	 143	  93	 141	
 409.6	 177	 278	 168	 272	 173	 287	 186	 282	
 819.2	 352	 555	 336	 543	 345	 572	 372	 563	
1638.4	 704	1107	 670	1084	 688	1143	 743	1124	
3276.8	1404	2211	1337	2164	1373	2282	1483	2243	
