 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.42 
1562561544.63
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  37	  63	  38	  65	  42	  65	
 204.8	  79	 128	  74	 126	  76	 131	  83	 129	
 409.6	 156	 256	 147	 250	 150	 260	 165	 257	
 819.2	 312	 511	 294	 500	 300	 520	 329	 515	
1638.4	 624	1021	 588	 998	 599	1039	 657	1028	
3276.8	1244	2036	1172	1991	1195	2072	1310	2049	
