 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1560334434.14
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  67	
 204.8	  83	 134	  78	 130	  81	 137	  88	 135	
 409.6	 165	 267	 156	 259	 162	 273	 175	 268	
 819.2	 329	 532	 311	 517	 324	 546	 349	 535	
1638.4	 656	1062	 620	1031	 646	1089	 696	1067	
3276.8	1306	2117	1235	2054	1286	2170	1385	2125	
