 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.04 
1564391963.3
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  80	 132	  75	 128	  79	 135	  86	 132	
 409.6	 159	 264	 150	 256	 159	 270	 171	 265	
 819.2	 318	 527	 299	 511	 317	 541	 343	 530	
1638.4	 635	1053	 597	1021	 632	1081	 684	1059	
3276.8	1264	2097	1189	2033	1259	2151	1361	2107	
