 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
7.93 
1563552509.05
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  17	  10	  16	  10	  17	  11	  16	
  51.2	  21	  33	  21	  32	  20	  34	  21	  32	
 102.4	  42	  65	  41	  64	  40	  67	  42	  64	
 204.8	  84	 129	  80	 127	  79	 133	  84	 126	
 409.6	 167	 257	 160	 253	 158	 266	 168	 252	
 819.2	 334	 514	 320	 505	 316	 532	 336	 504	
1638.4	 664	1023	 637	1005	 628	1058	 668	1003	
3276.8	1331	2050	1277	2014	1260	2122	1340	2010	
